Country,Date,Recovered
India,2020-03-31,124
India,2020-04-01,149
India,2020-04-02,192
India,2020-04-03,193
India,2020-04-04,230
India,2020-04-05,230
India,2020-04-06,376
India,2020-04-07,422
India,2020-04-08,507
India,2020-04-09,621
India,2020-04-10,775
India,2020-04-11,970
India,2020-04-12,1081
India,2020-04-13,1182
India,2020-04-14,1360
India,2020-04-15,1433
India,2020-04-16,1769
India,2020-04-17,2042
India,2020-04-18,2464
India,2020-04-19,2855
India,2020-04-20,3274
India,2020-04-21,3976
India,2020-04-22,4371
India,2020-04-23,5013
India,2020-04-24,5499
India,2020-04-25,5940
India,2020-04-26,6524
India,2020-04-27,7138
India,2020-04-28,7748
India,2020-04-29,8438
India,2020-04-30,9069
India,2020-05-01,10008
India,2020-05-02,10820
India,2020-05-03,11776
India,2020-05-04,12848
India,2020-05-05,14143
India,2020-05-06,15332
India,2020-05-07,16777
India,2020-05-08,17888
India,2020-05-09,19302
India,2020-05-10,20970
India,2020-05-11,22550
India,2020-05-12,24421
India,2020-05-13,26401
India,2020-05-14,27970
India,2020-05-15,30259
India,2020-05-16,34225
India,2020-05-17,36796
India,2020-05-18,39234
India,2020-05-19,42310
India,2020-05-20,45423
India,2020-05-21,48554
India,2020-05-22,51825
India,2020-05-23,54386
India,2020-05-24,57693
India,2020-05-25,60707
India,2020-05-26,64278
India,2020-05-27,67750
India,2020-05-28,70921
India,2020-05-29,82628
India,2020-05-30,86937
India,2020-05-31,91853
India,2020-06-01,95755
India,2020-06-02,100286
India,2020-06-03,104072
India,2020-06-04,108451
India,2020-06-05,113234
India,2020-06-06,118696
India,2020-06-07,123849
India,2020-06-08,129096
India,2020-06-09,134671
India,2020-06-10,135207
India,2020-06-11,147196
India,2020-06-12,154331
India,2020-06-13,162380
India,2020-06-14,169799
India,2020-06-15,180014
India,2020-06-16,186936
India,2020-06-17,194326
India,2020-06-18,204712
India,2020-06-19,213832
India,2020-06-20,227729
India,2020-06-21,237197
India,2020-06-22,248191
India,2020-06-23,258686
India,2020-06-24,271698
India,2020-06-25,285638
India,2020-06-26,295882
India,2020-06-27,309714
Israel,2020-01-22,1
Israel,2020-01-23,1
Israel,2020-01-24,1
Israel,2020-01-25,1
Israel,2020-01-26,1
Israel,2020-01-27,1
Israel,2020-01-28,1
Israel,2020-01-29,1
Israel,2020-01-30,1
Israel,2020-01-31,1
Israel,2020-02-01,1
Israel,2020-02-02,1
Israel,2020-02-03,1
Israel,2020-02-04,1
Israel,2020-02-05,1
Israel,2020-02-06,1
Israel,2020-02-07,1
Israel,2020-02-08,1
Israel,2020-02-09,1
Israel,2020-02-10,1
Israel,2020-02-11,1
Israel,2020-02-12,1
Israel,2020-02-13,1
Israel,2020-02-14,1
Israel,2020-02-15,1
Israel,2020-02-16,1
Israel,2020-02-17,1
Israel,2020-02-18,1
Israel,2020-02-19,1
Israel,2020-02-20,1
Israel,2020-02-21,1
Israel,2020-02-22,1
Israel,2020-02-23,1
Israel,2020-02-24,1
Israel,2020-02-25,1
Israel,2020-02-26,1
Israel,2020-02-27,1
Israel,2020-02-28,1
Israel,2020-02-29,1
Israel,2020-03-01,1
Israel,2020-03-02,1
Israel,2020-03-03,1
Israel,2020-03-04,1
Israel,2020-03-05,1
Israel,2020-03-06,1
Israel,2020-03-07,1
Israel,2020-03-08,1
Israel,2020-03-09,1
Israel,2020-03-10,1
Israel,2020-03-11,1
Israel,2020-03-12,1
Israel,2020-03-13,2
Israel,2020-03-14,2
Israel,2020-03-15,2
Israel,2020-03-16,2
Israel,2020-03-17,4
Israel,2020-03-18,7
Israel,2020-03-19,12
Israel,2020-03-20,14
Israel,2020-03-21,15
Israel,2020-03-22,20
Israel,2020-03-23,23
Israel,2020-03-24,32
Israel,2020-03-25,38
Israel,2020-03-26,50
Israel,2020-03-27,70
Israel,2020-03-28,85
Israel,2020-03-29,106
Israel,2020-03-30,148
Israel,2020-03-31,211
Israel,2020-04-01,496
Israel,2020-04-02,598
Israel,2020-04-03,668
Israel,2020-04-04,718
Israel,2020-04-05,821
Israel,2020-04-06,940
Israel,2020-04-07,1060
Israel,2020-04-08,1192
Israel,2020-04-09,1307
Israel,2020-04-10,1461
Israel,2020-04-11,1612
Israel,2020-04-12,1910
Israel,2020-04-13,2229
Israel,2020-04-14,2552
Israel,2020-04-15,2824
Israel,2020-04-16,3175
Israel,2020-04-17,3551
Israel,2020-04-18,3821
Israel,2020-04-19,4229
Israel,2020-04-20,4688
Israel,2020-04-21,5104
Israel,2020-04-22,5515
Israel,2020-04-23,5867
Israel,2020-04-24,6292
Israel,2020-04-25,6656
Israel,2020-04-26,7088
Israel,2020-04-27,7636
Israel,2020-04-28,8119
Israel,2020-04-29,8472
Israel,2020-04-30,8925
Israel,2020-05-01,9394
Israel,2020-05-02,9612
Israel,2020-05-03,9946
Israel,2020-05-04,10234
Israel,2020-05-05,10562
Israel,2020-05-06,10844
Israel,2020-05-07,11104
Israel,2020-05-08,11319
Israel,2020-05-09,11403
Israel,2020-05-10,11650
Israel,2020-05-11,11941
Israel,2020-05-12,12196
Israel,2020-05-13,12399
Israel,2020-05-14,12649
Israel,2020-05-15,12794
Israel,2020-05-16,12881
Israel,2020-05-17,13063
Israel,2020-05-18,13347
Israel,2020-05-19,13486
Israel,2020-05-20,13614
Israel,2020-05-21,13781
Israel,2020-05-22,13926
Israel,2020-05-23,13977
Israel,2020-05-24,14122
Israel,2020-05-25,14253
Israel,2020-05-26,14353
Israel,2020-05-27,14415
Israel,2020-05-28,14533
Israel,2020-05-29,14569
Israel,2020-05-30,14609
Israel,2020-05-31,14676
Israel,2020-06-01,14766
Israel,2020-06-02,14822
Israel,2020-06-03,14852
Israel,2020-06-04,14895
Israel,2020-06-05,14937
Israel,2020-06-06,14964
Israel,2020-06-07,15018
Israel,2020-06-08,15064
Israel,2020-06-09,15110
Israel,2020-06-10,15174
Israel,2020-06-11,15240
Israel,2020-06-12,15296
Israel,2020-06-13,15335
Israel,2020-06-14,15387
Israel,2020-06-15,15481
Israel,2020-06-16,15535
Israel,2020-06-17,15585
Israel,2020-06-18,15655
Israel,2020-06-19,15702
Israel,2020-06-20,15735
Israel,2020-06-21,15793
Israel,2020-06-22,15861
Israel,2020-06-23,15951
Israel,2020-06-24,16018
Israel,2020-06-25,16104
Israel,2020-06-26,16240
Israel,2020-06-27,16288
Russia,2020-01-22,1
Russia,2020-01-23,1
Russia,2020-01-24,1
Russia,2020-01-25,1
Russia,2020-01-26,1
Russia,2020-01-27,1
Russia,2020-01-28,1
Russia,2020-01-29,1
Russia,2020-01-30,1
Russia,2020-01-31,1
Russia,2020-02-01,1
Russia,2020-02-02,1
Russia,2020-02-03,1
Russia,2020-02-04,1
Russia,2020-02-05,1
Russia,2020-02-06,1
Russia,2020-02-07,1
Russia,2020-02-08,1
Russia,2020-02-09,1
Russia,2020-02-10,1
Russia,2020-02-11,1
Russia,2020-02-12,3
Russia,2020-02-13,3
Russia,2020-02-14,3
Russia,2020-02-15,3
Russia,2020-02-16,3
Russia,2020-02-17,3
Russia,2020-02-18,3
Russia,2020-02-19,3
Russia,2020-02-20,3
Russia,2020-02-21,3
Russia,2020-02-22,3
Russia,2020-02-23,3
Russia,2020-02-24,3
Russia,2020-02-25,3
Russia,2020-02-26,3
Russia,2020-02-27,3
Russia,2020-02-28,3
Russia,2020-02-29,3
Russia,2020-03-01,3
Russia,2020-03-02,3
Russia,2020-03-03,3
Russia,2020-03-04,3
Russia,2020-03-05,3
Russia,2020-03-06,3
Russia,2020-03-07,3
Russia,2020-03-08,4
Russia,2020-03-09,4
Russia,2020-03-10,4
Russia,2020-03-11,4
Russia,2020-03-12,4
Russia,2020-03-13,4
Russia,2020-03-14,9
Russia,2020-03-15,9
Russia,2020-03-16,9
Russia,2020-03-17,9
Russia,2020-03-18,9
Russia,2020-03-19,10
Russia,2020-03-20,10
Russia,2020-03-21,13
Russia,2020-03-22,17
Russia,2020-03-23,17
Russia,2020-03-24,23
Russia,2020-03-25,30
Russia,2020-03-26,39
Russia,2020-03-27,46
Russia,2020-03-28,50
Russia,2020-03-29,65
Russia,2020-03-30,67
Russia,2020-03-31,122
Russia,2020-04-01,191
Russia,2020-04-02,236
Russia,2020-04-03,282
Russia,2020-04-04,334
Russia,2020-04-05,356
Russia,2020-04-06,407
Russia,2020-04-07,495
Russia,2020-04-08,581
Russia,2020-04-09,699
Russia,2020-04-10,796
Russia,2020-04-11,1046
Russia,2020-04-12,1292
Russia,2020-04-13,1471
Russia,2020-04-14,1695
Russia,2020-04-15,1987
Russia,2020-04-16,2305
Russia,2020-04-17,2591
Russia,2020-04-18,3058
Russia,2020-04-19,3292
Russia,2020-04-20,3447
Russia,2020-04-21,3874
Russia,2020-04-22,4421
Russia,2020-04-23,4892
Russia,2020-04-24,5569
Russia,2020-04-25,6251
Russia,2020-04-26,6768
Russia,2020-04-27,7347
Russia,2020-04-28,8457
Russia,2020-04-29,10287
Russia,2020-04-30,11620
Russia,2020-05-01,13221
Russia,2020-05-02,15014
Russia,2020-05-03,16640
Russia,2020-05-04,18096
Russia,2020-05-05,19866
Russia,2020-05-06,21328
Russia,2020-05-07,23804
Russia,2020-05-08,26609
Russia,2020-05-09,31917
Russia,2020-05-10,34307
Russia,2020-05-11,39802
Russia,2020-05-12,43513
Russia,2020-05-13,48004
Russia,2020-05-14,53531
Russia,2020-05-15,58227
Russia,2020-05-16,63167
Russia,2020-05-17,67374
Russia,2020-05-18,70210
Russia,2020-05-19,76131
Russia,2020-05-20,85393
Russia,2020-05-21,92682
Russia,2020-05-22,99826
Russia,2020-05-23,107937
Russia,2020-05-24,113300
Russia,2020-05-25,118799
Russia,2020-05-26,131130
Russia,2020-05-27,142209
Russia,2020-05-28,150994
Russia,2020-05-29,159258
Russia,2020-05-30,167470
Russia,2020-05-31,171884
Russia,2020-06-01,175515
Russia,2020-06-02,186603
Russia,2020-06-03,195560
Russia,2020-06-04,204198
Russia,2020-06-05,212238
Russia,2020-06-06,220936
Russia,2020-06-07,226273
Russia,2020-06-08,230227
Russia,2020-06-09,241918
Russia,2020-06-10,252296
Russia,2020-06-11,260650
Russia,2020-06-12,268863
Russia,2020-06-13,274129
Russia,2020-06-14,279537
Russia,2020-06-15,284022
Russia,2020-06-16,293781
Russia,2020-06-17,303801
Russia,2020-06-18,313410
Russia,2020-06-19,323852
Russia,2020-06-20,334025
Russia,2020-06-21,339143
Russia,2020-06-22,343848
Russia,2020-06-23,355848
Russia,2020-06-24,368223
Russia,2020-06-25,374558
Russia,2020-06-26,383525
Russia,2020-06-27,392704
US,2020-01-22,1
US,2020-01-23,1
US,2020-01-24,1
US,2020-01-25,1
US,2020-01-26,1
US,2020-01-27,1
US,2020-01-28,1
US,2020-01-29,1
US,2020-01-30,1
US,2020-01-31,1
US,2020-02-01,1
US,2020-02-02,1
US,2020-02-03,1
US,2020-02-04,1
US,2020-02-05,1
US,2020-02-06,1
US,2020-02-07,1
US,2020-02-08,1
US,2020-02-09,4
US,2020-02-10,4
US,2020-02-11,4
US,2020-02-12,4
US,2020-02-13,4
US,2020-02-14,4
US,2020-02-15,4
US,2020-02-16,4
US,2020-02-17,4
US,2020-02-18,4
US,2020-02-19,4
US,2020-02-20,4
US,2020-02-21,6
US,2020-02-22,6
US,2020-02-23,6
US,2020-02-24,6
US,2020-02-25,7
US,2020-02-26,7
US,2020-02-27,7
US,2020-02-28,8
US,2020-02-29,8
US,2020-03-01,8
US,2020-03-02,8
US,2020-03-03,8
US,2020-03-04,8
US,2020-03-05,8
US,2020-03-06,8
US,2020-03-07,8
US,2020-03-08,8
US,2020-03-09,8
US,2020-03-10,9
US,2020-03-11,9
US,2020-03-12,13
US,2020-03-13,13
US,2020-03-14,13
US,2020-03-15,13
US,2020-03-16,18
US,2020-03-17,18
US,2020-03-18,106
US,2020-03-19,122
US,2020-03-20,148
US,2020-03-21,177
US,2020-03-22,179
US,2020-03-23,179
US,2020-03-24,349
US,2020-03-25,362
US,2020-03-26,682
US,2020-03-27,870
US,2020-03-28,1073
US,2020-03-29,2666
US,2020-03-30,5645
US,2020-03-31,7025
US,2020-04-01,8475
US,2020-04-02,9002
US,2020-04-03,9708
US,2020-04-04,14653
US,2020-04-05,17449
US,2020-04-06,19582
US,2020-04-07,21764
US,2020-04-08,23560
US,2020-04-09,25411
US,2020-04-10,28791
US,2020-04-11,31271
US,2020-04-12,32989
US,2020-04-13,43483
US,2020-04-14,47764
US,2020-04-15,52097
US,2020-04-16,54704
US,2020-04-17,58546
US,2020-04-18,64841
US,2020-04-19,70338
US,2020-04-20,72330
US,2020-04-21,75205
US,2020-04-22,77367
US,2020-04-23,80204
US,2020-04-24,99080
US,2020-04-25,100373
US,2020-04-26,106989
US,2020-04-27,111425
US,2020-04-28,115937
US,2020-04-29,120721
US,2020-04-30,153948
US,2020-05-01,164016
US,2020-05-02,175383
US,2020-05-03,180153
US,2020-05-04,187181
US,2020-05-05,189792
US,2020-05-06,189911
US,2020-05-07,195037
US,2020-05-08,198994
US,2020-05-09,212535
US,2020-05-10,216170
US,2020-05-11,232734
US,2020-05-12,230288
US,2020-05-13,243431
US,2020-05-14,246415
US,2020-05-15,250748
US,2020-05-16,268377
US,2020-05-17,272266
US,2020-05-18,283179
US,2020-05-19,289393
US,2020-05-20,294313
US,2020-05-21,298419
US,2020-05-22,350136
US,2020-05-23,361240
US,2020-05-24,366737
US,2020-05-25,379158
US,2020-05-26,384903
US,2020-05-27,391509
US,2020-05-28,399992
US,2020-05-29,406447
US,2020-05-30,416462
US,2020-05-31,444759
US,2020-06-01,458232
US,2020-06-02,463869
US,2020-06-03,479259
US,2020-06-04,485003
US,2020-06-05,491707
US,2020-06-06,500850
US,2020-06-07,506368
US,2020-06-08,518523
US,2020-06-09,524856
US,2020-06-10,533505
US,2020-06-11,540293
US,2020-06-12,547387
US,2020-06-13,556607
US,2020-06-14,561817
US,2020-06-15,576335
US,2020-06-16,583504
US,2020-06-17,592192
US,2020-06-18,599116
US,2020-06-19,606716
US,2020-06-20,617461
US,2020-06-21,622134
US,2020-06-22,640199
US,2020-06-23,647549
US,2020-06-24,656162
US,2020-06-25,663563
US,2020-06-26,670810
US,2020-06-27,679309
