Country,Date,Death
India,2020-03-29,28
India,2020-03-30,33
India,2020-03-31,36
India,2020-04-01,59
India,2020-04-02,73
India,2020-04-03,73
India,2020-04-04,87
India,2020-04-05,100
India,2020-04-06,137
India,2020-04-07,151
India,2020-04-08,179
India,2020-04-09,227
India,2020-04-10,247
India,2020-04-11,289
India,2020-04-12,332
India,2020-04-13,359
India,2020-04-14,394
India,2020-04-15,406
India,2020-04-16,449
India,2020-04-17,487
India,2020-04-18,522
India,2020-04-19,560
India,2020-04-20,593
India,2020-04-21,646
India,2020-04-22,682
India,2020-04-23,722
India,2020-04-24,781
India,2020-04-25,826
India,2020-04-26,882
India,2020-04-27,940
India,2020-04-28,1009
India,2020-04-29,1080
India,2020-04-30,1155
India,2020-05-01,1224
India,2020-05-02,1324
India,2020-05-03,1392
India,2020-05-04,1567
India,2020-05-05,1694
India,2020-05-06,1786
India,2020-05-07,1890
India,2020-05-08,1986
India,2020-05-09,2102
India,2020-05-10,2213
India,2020-05-11,2295
India,2020-05-12,2416
India,2020-05-13,2552
India,2020-05-14,2650
India,2020-05-15,2754
India,2020-05-16,2872
India,2020-05-17,3026
India,2020-05-18,3157
India,2020-05-19,3303
India,2020-05-20,3435
India,2020-05-21,3585
India,2020-05-22,3727
India,2020-05-23,3869
India,2020-05-24,4025
India,2020-05-25,4173
India,2020-05-26,4345
India,2020-05-27,4535
India,2020-05-28,4712
India,2020-05-29,4981
India,2020-05-30,5186
India,2020-05-31,5409
India,2020-06-01,5609
India,2020-06-02,5830
India,2020-06-03,6089
India,2020-06-04,6364
India,2020-06-05,6650
India,2020-06-06,6947
India,2020-06-07,7208
India,2020-06-08,7474
India,2020-06-09,7751
India,2020-06-10,8103
India,2020-06-11,8499
India,2020-06-12,8885
India,2020-06-13,9196
India,2020-06-14,9521
India,2020-06-15,9901
India,2020-06-16,11904
India,2020-06-17,12238
India,2020-06-18,12574
India,2020-06-19,12949
India,2020-06-20,13255
India,2020-06-21,13700
India,2020-06-22,14012
India,2020-06-23,14477
India,2020-06-24,14895
India,2020-06-25,15302
India,2020-06-26,15686
India,2020-06-27,16096
Israel,2020-01-22,1
Israel,2020-01-23,1
Israel,2020-01-24,1
Israel,2020-01-25,1
Israel,2020-01-26,1
Israel,2020-01-27,1
Israel,2020-01-28,1
Israel,2020-01-29,1
Israel,2020-01-30,1
Israel,2020-01-31,1
Israel,2020-02-01,1
Israel,2020-02-02,1
Israel,2020-02-03,1
Israel,2020-02-04,1
Israel,2020-02-05,1
Israel,2020-02-06,1
Israel,2020-02-07,1
Israel,2020-02-08,1
Israel,2020-02-09,1
Israel,2020-02-10,1
Israel,2020-02-11,1
Israel,2020-02-12,1
Israel,2020-02-13,1
Israel,2020-02-14,1
Israel,2020-02-15,1
Israel,2020-02-16,1
Israel,2020-02-17,1
Israel,2020-02-18,1
Israel,2020-02-19,1
Israel,2020-02-20,1
Israel,2020-02-21,1
Israel,2020-02-22,1
Israel,2020-02-23,1
Israel,2020-02-24,1
Israel,2020-02-25,1
Israel,2020-02-26,1
Israel,2020-02-27,1
Israel,2020-02-28,1
Israel,2020-02-29,1
Israel,2020-03-01,1
Israel,2020-03-02,1
Israel,2020-03-03,1
Israel,2020-03-04,1
Israel,2020-03-05,1
Israel,2020-03-06,1
Israel,2020-03-07,1
Israel,2020-03-08,1
Israel,2020-03-09,1
Israel,2020-03-10,1
Israel,2020-03-11,1
Israel,2020-03-12,1
Israel,2020-03-13,1
Israel,2020-03-14,1
Israel,2020-03-15,1
Israel,2020-03-16,1
Israel,2020-03-17,1
Israel,2020-03-18,1
Israel,2020-03-19,1
Israel,2020-03-20,2
Israel,2020-03-21,2
Israel,2020-03-22,2
Israel,2020-03-23,2
Israel,2020-03-24,5
Israel,2020-03-25,6
Israel,2020-03-26,11
Israel,2020-03-27,13
Israel,2020-03-28,14
Israel,2020-03-29,17
Israel,2020-03-30,18
Israel,2020-03-31,22
Israel,2020-04-01,30
Israel,2020-04-02,39
Israel,2020-04-03,44
Israel,2020-04-04,50
Israel,2020-04-05,57
Israel,2020-04-06,65
Israel,2020-04-07,73
Israel,2020-04-08,81
Israel,2020-04-09,90
Israel,2020-04-10,98
Israel,2020-04-11,104
Israel,2020-04-12,110
Israel,2020-04-13,119
Israel,2020-04-14,127
Israel,2020-04-15,140
Israel,2020-04-16,147
Israel,2020-04-17,156
Israel,2020-04-18,167
Israel,2020-04-19,175
Israel,2020-04-20,181
Israel,2020-04-21,190
Israel,2020-04-22,193
Israel,2020-04-23,197
Israel,2020-04-24,200
Israel,2020-04-25,203
Israel,2020-04-26,205
Israel,2020-04-27,209
Israel,2020-04-28,214
Israel,2020-04-29,220
Israel,2020-04-30,226
Israel,2020-05-01,230
Israel,2020-05-02,233
Israel,2020-05-03,236
Israel,2020-05-04,239
Israel,2020-05-05,241
Israel,2020-05-06,242
Israel,2020-05-07,243
Israel,2020-05-08,249
Israel,2020-05-09,252
Israel,2020-05-10,256
Israel,2020-05-11,261
Israel,2020-05-12,264
Israel,2020-05-13,267
Israel,2020-05-14,269
Israel,2020-05-15,269
Israel,2020-05-16,272
Israel,2020-05-17,276
Israel,2020-05-18,279
Israel,2020-05-19,281
Israel,2020-05-20,282
Israel,2020-05-21,282
Israel,2020-05-22,282
Israel,2020-05-23,282
Israel,2020-05-24,283
Israel,2020-05-25,285
Israel,2020-05-26,285
Israel,2020-05-27,287
Israel,2020-05-28,288
Israel,2020-05-29,288
Israel,2020-05-30,288
Israel,2020-05-31,288
Israel,2020-06-01,291
Israel,2020-06-02,293
Israel,2020-06-03,294
Israel,2020-06-04,294
Israel,2020-06-05,295
Israel,2020-06-06,299
Israel,2020-06-07,301
Israel,2020-06-08,301
Israel,2020-06-09,302
Israel,2020-06-10,303
Israel,2020-06-11,303
Israel,2020-06-12,303
Israel,2020-06-13,304
Israel,2020-06-14,306
Israel,2020-06-15,306
Israel,2020-06-16,307
Israel,2020-06-17,307
Israel,2020-06-18,307
Israel,2020-06-19,308
Israel,2020-06-20,309
Israel,2020-06-21,309
Israel,2020-06-22,310
Israel,2020-06-23,312
Israel,2020-06-24,315
Israel,2020-06-25,319
Israel,2020-06-26,322
Israel,2020-06-27,325
Russia,2020-01-22,1
Russia,2020-01-23,1
Russia,2020-01-24,1
Russia,2020-01-25,1
Russia,2020-01-26,1
Russia,2020-01-27,1
Russia,2020-01-28,1
Russia,2020-01-29,1
Russia,2020-01-30,1
Russia,2020-01-31,1
Russia,2020-02-01,1
Russia,2020-02-02,1
Russia,2020-02-03,1
Russia,2020-02-04,1
Russia,2020-02-05,1
Russia,2020-02-06,1
Russia,2020-02-07,1
Russia,2020-02-08,1
Russia,2020-02-09,1
Russia,2020-02-10,1
Russia,2020-02-11,1
Russia,2020-02-12,1
Russia,2020-02-13,1
Russia,2020-02-14,1
Russia,2020-02-15,1
Russia,2020-02-16,1
Russia,2020-02-17,1
Russia,2020-02-18,1
Russia,2020-02-19,1
Russia,2020-02-20,1
Russia,2020-02-21,1
Russia,2020-02-22,1
Russia,2020-02-23,1
Russia,2020-02-24,1
Russia,2020-02-25,1
Russia,2020-02-26,1
Russia,2020-02-27,1
Russia,2020-02-28,1
Russia,2020-02-29,1
Russia,2020-03-01,1
Russia,2020-03-02,1
Russia,2020-03-03,1
Russia,2020-03-04,1
Russia,2020-03-05,1
Russia,2020-03-06,1
Russia,2020-03-07,1
Russia,2020-03-08,1
Russia,2020-03-09,1
Russia,2020-03-10,1
Russia,2020-03-11,1
Russia,2020-03-12,1
Russia,2020-03-13,1
Russia,2020-03-14,1
Russia,2020-03-15,1
Russia,2020-03-16,1
Russia,2020-03-17,1
Russia,2020-03-18,1
Russia,2020-03-19,2
Russia,2020-03-20,2
Russia,2020-03-21,2
Russia,2020-03-22,2
Russia,2020-03-23,2
Russia,2020-03-24,2
Russia,2020-03-25,4
Russia,2020-03-26,4
Russia,2020-03-27,5
Russia,2020-03-28,5
Russia,2020-03-29,9
Russia,2020-03-30,10
Russia,2020-03-31,18
Russia,2020-04-01,25
Russia,2020-04-02,31
Russia,2020-04-03,35
Russia,2020-04-04,44
Russia,2020-04-05,46
Russia,2020-04-06,48
Russia,2020-04-07,59
Russia,2020-04-08,64
Russia,2020-04-09,77
Russia,2020-04-10,95
Russia,2020-04-11,107
Russia,2020-04-12,131
Russia,2020-04-13,149
Russia,2020-04-14,171
Russia,2020-04-15,199
Russia,2020-04-16,233
Russia,2020-04-17,274
Russia,2020-04-18,314
Russia,2020-04-19,362
Russia,2020-04-20,406
Russia,2020-04-21,457
Russia,2020-04-22,514
Russia,2020-04-23,556
Russia,2020-04-24,616
Russia,2020-04-25,682
Russia,2020-04-26,748
Russia,2020-04-27,795
Russia,2020-04-28,868
Russia,2020-04-29,973
Russia,2020-04-30,1074
Russia,2020-05-01,1170
Russia,2020-05-02,1223
Russia,2020-05-03,1281
Russia,2020-05-04,1357
Russia,2020-05-05,1452
Russia,2020-05-06,1538
Russia,2020-05-07,1626
Russia,2020-05-08,1724
Russia,2020-05-09,1828
Russia,2020-05-10,1916
Russia,2020-05-11,2010
Russia,2020-05-12,2117
Russia,2020-05-13,2213
Russia,2020-05-14,2306
Russia,2020-05-15,2419
Russia,2020-05-16,2538
Russia,2020-05-17,2632
Russia,2020-05-18,2723
Russia,2020-05-19,2838
Russia,2020-05-20,2973
Russia,2020-05-21,3100
Russia,2020-05-22,3250
Russia,2020-05-23,3389
Russia,2020-05-24,3542
Russia,2020-05-25,3634
Russia,2020-05-26,3808
Russia,2020-05-27,3969
Russia,2020-05-28,4143
Russia,2020-05-29,4375
Russia,2020-05-30,4556
Russia,2020-05-31,4694
Russia,2020-06-01,4850
Russia,2020-06-02,5032
Russia,2020-06-03,5209
Russia,2020-06-04,5377
Russia,2020-06-05,5521
Russia,2020-06-06,5718
Russia,2020-06-07,5852
Russia,2020-06-08,5964
Russia,2020-06-09,6135
Russia,2020-06-10,6351
Russia,2020-06-11,6523
Russia,2020-06-12,6706
Russia,2020-06-13,6820
Russia,2020-06-14,6939
Russia,2020-06-15,7082
Russia,2020-06-16,7275
Russia,2020-06-17,7469
Russia,2020-06-18,7651
Russia,2020-06-19,7832
Russia,2020-06-20,7993
Russia,2020-06-21,8102
Russia,2020-06-22,8197
Russia,2020-06-23,8350
Russia,2020-06-24,8504
Russia,2020-06-25,8595
Russia,2020-06-26,8771
Russia,2020-06-27,8959
US,2020-01-22,1
US,2020-01-23,1
US,2020-01-24,1
US,2020-01-25,1
US,2020-01-26,1
US,2020-01-27,1
US,2020-01-28,1
US,2020-01-29,1
US,2020-01-30,1
US,2020-01-31,1
US,2020-02-01,1
US,2020-02-02,1
US,2020-02-03,1
US,2020-02-04,1
US,2020-02-05,1
US,2020-02-06,1
US,2020-02-07,1
US,2020-02-08,1
US,2020-02-09,1
US,2020-02-10,1
US,2020-02-11,1
US,2020-02-12,1
US,2020-02-13,1
US,2020-02-14,1
US,2020-02-15,1
US,2020-02-16,1
US,2020-02-17,1
US,2020-02-18,1
US,2020-02-19,1
US,2020-02-20,1
US,2020-02-21,1
US,2020-02-22,1
US,2020-02-23,1
US,2020-02-24,1
US,2020-02-25,1
US,2020-02-26,1
US,2020-02-27,1
US,2020-02-28,1
US,2020-02-29,2
US,2020-03-01,2
US,2020-03-02,7
US,2020-03-03,8
US,2020-03-04,12
US,2020-03-05,13
US,2020-03-06,15
US,2020-03-07,18
US,2020-03-08,22
US,2020-03-09,23
US,2020-03-10,29
US,2020-03-11,34
US,2020-03-12,44
US,2020-03-13,52
US,2020-03-14,59
US,2020-03-15,71
US,2020-03-16,98
US,2020-03-17,135
US,2020-03-18,195
US,2020-03-19,267
US,2020-03-20,373
US,2020-03-21,476
US,2020-03-22,604
US,2020-03-23,791
US,2020-03-24,1034
US,2020-03-25,1367
US,2020-03-26,1784
US,2020-03-27,2306
US,2020-03-28,3019
US,2020-03-29,3574
US,2020-03-30,4281
US,2020-03-31,5360
US,2020-04-01,6636
US,2020-04-02,8143
US,2020-04-03,9563
US,2020-04-04,11166
US,2020-04-05,12782
US,2020-04-06,14524
US,2020-04-07,17100
US,2020-04-08,19250
US,2020-04-09,21464
US,2020-04-10,23650
US,2020-04-11,25786
US,2020-04-12,27675
US,2020-04-13,29658
US,2020-04-14,32133
US,2020-04-15,34731
US,2020-04-16,36914
US,2020-04-17,39009
US,2020-04-18,40955
US,2020-04-19,42935
US,2020-04-20,45180
US,2020-04-21,47663
US,2020-04-22,50129
US,2020-04-23,52543
US,2020-04-24,54712
US,2020-04-25,56446
US,2020-04-26,57851
US,2020-04-27,59331
US,2020-04-28,61572
US,2020-04-29,63963
US,2020-04-30,66155
US,2020-05-01,68064
US,2020-05-02,69805
US,2020-05-03,71008
US,2020-05-04,72366
US,2020-05-05,74587
US,2020-05-06,76906
US,2020-05-07,78822
US,2020-05-08,80594
US,2020-05-09,82059
US,2020-05-10,83060
US,2020-05-11,84094
US,2020-05-12,85683
US,2020-05-13,87417
US,2020-05-14,89198
US,2020-05-15,90863
US,2020-05-16,92061
US,2020-05-17,92892
US,2020-05-18,94111
US,2020-05-19,95556
US,2020-05-20,97057
US,2020-05-21,98247
US,2020-05-22,99451
US,2020-05-23,100525
US,2020-05-24,101166
US,2020-05-25,101763
US,2020-05-26,102419
US,2020-05-27,103897
US,2020-05-28,104986
US,2020-05-29,106103
US,2020-05-30,107054
US,2020-05-31,107675
US,2020-06-01,108449
US,2020-06-02,109429
US,2020-06-03,110438
US,2020-06-04,111444
US,2020-06-05,112322
US,2020-06-06,112959
US,2020-06-07,113416
US,2020-06-08,113927
US,2020-06-09,114841
US,2020-06-10,115716
US,2020-06-11,116533
US,2020-06-12,117358
US,2020-06-13,118078
US,2020-06-14,118426
US,2020-06-15,118827
US,2020-06-16,119613
US,2020-06-17,120360
US,2020-06-18,121060
US,2020-06-19,121694
US,2020-06-20,122258
US,2020-06-21,122575
US,2020-06-22,122953
US,2020-06-23,123692
US,2020-06-24,124447
US,2020-06-25,124995
US,2020-06-26,125621
US,2020-06-27,126117
