store_nbr,date,unit_sales
19,7/31/2015,736.0
19,8/31/2015,780.0
19,9/30/2015,838.0
19,10/31/2015,862.0
19,11/30/2015,816.0
19,12/31/2015,803.0
19,1/31/2016,753.0
19,2/29/2016,837.0
19,3/31/2016,830.0
19,4/30/2016,852.0
19,5/31/2016,888.0
19,6/30/2016,750.0
19,7/31/2016,690.0
19,8/31/2016,701.0
19,9/30/2016,840.0
19,10/31/2016,922.0
19,11/30/2016,756.0
19,12/31/2016,852.0
19,1/31/2017,849.0
19,2/28/2017,704.0
19,3/31/2017,816.0
19,4/30/2017,869.0
19,5/31/2017,868.0
19,6/30/2017,722.0
19,7/31/2017,812.0
19,8/31/2017,392.0
23,1/31/2013,990.0
23,2/28/2013,950.0
23,3/31/2013,1007.0
23,4/30/2013,1059.0
23,5/31/2013,968.0
23,6/30/2013,1014.0
23,7/31/2013,913.0
23,8/31/2013,775.0
23,9/30/2013,1044.0
23,10/31/2013,949.0
23,11/30/2013,721.0
23,12/31/2013,789.0
23,1/31/2014,922.0
23,2/28/2014,781.0
23,3/31/2014,955.0
23,4/30/2014,839.0
23,5/31/2014,869.0
23,6/30/2014,759.0
23,7/31/2014,771.0
23,8/31/2014,840.0
23,9/30/2014,795.0
23,10/31/2014,821.0
23,11/30/2014,738.0
23,12/31/2014,877.0
23,1/31/2015,927.0
23,2/28/2015,746.0
23,3/31/2015,808.0
23,4/30/2015,853.0
23,5/31/2015,828.0
23,6/30/2015,824.0
23,7/31/2015,757.0
23,8/31/2015,755.0
23,9/30/2015,845.0
23,10/31/2015,882.0
23,11/30/2015,794.0
23,12/31/2015,674.0
23,1/31/2016,732.0
23,2/29/2016,643.0
23,3/31/2016,666.0
23,4/30/2016,636.0
23,5/31/2016,622.0
23,6/30/2016,567.0
23,7/31/2016,617.0
23,8/31/2016,578.0
23,9/30/2016,539.0
23,10/31/2016,569.0
23,11/30/2016,536.0
23,12/31/2016,608.0
23,1/31/2017,651.0
23,2/28/2017,562.0
23,3/31/2017,538.0
23,4/30/2017,586.0
23,5/31/2017,583.0
23,6/30/2017,542.0
23,7/31/2017,496.0
23,8/31/2017,251.0
24,1/31/2013,1820.0
24,2/28/2013,1570.0
24,3/31/2013,1826.0
24,4/30/2013,1560.0
24,5/31/2013,1951.0
24,6/30/2013,1851.0
24,7/31/2013,1864.0
24,8/31/2013,1881.0
24,9/30/2013,1587.0
24,10/31/2013,1508.0
24,11/30/2013,1559.0
24,12/31/2013,2112.0
24,1/31/2014,1521.0
24,2/28/2014,1314.0
24,3/31/2014,1417.0
24,4/30/2014,617.0
24,5/31/2014,617.0
24,6/30/2014,617.0
24,7/31/2014,354.0
24,8/31/2014,1512.0
24,9/30/2014,1267.0
24,10/31/2014,1310.0
24,11/30/2014,1561.0
24,12/31/2014,2695.0
24,1/31/2015,1856.0
24,2/28/2015,1768.0
24,3/31/2015,1809.0
24,4/30/2015,1715.0
24,5/31/2015,1943.0
24,6/30/2015,1843.0
24,7/31/2015,2027.0
24,8/31/2015,1956.0
24,9/30/2015,1684.0
24,10/31/2015,1682.0
24,11/30/2015,1721.0
24,12/31/2015,2595.0
24,1/31/2016,1623.0
24,2/29/2016,1496.0
24,3/31/2016,1492.0
24,4/30/2016,1886.0
24,5/31/2016,1766.0
24,6/30/2016,1763.0
24,7/31/2016,1690.0
24,8/31/2016,1739.0
24,9/30/2016,1543.0
24,10/31/2016,1448.0
24,11/30/2016,1489.0
24,12/31/2016,2386.0
24,1/31/2017,1697.0
24,2/28/2017,1418.0
24,3/31/2017,1489.0
24,4/30/2017,1433.0
24,5/31/2017,1590.0
24,6/30/2017,1553.0
24,7/31/2017,1379.0
24,8/31/2017,630.0
25,1/31/2013,665.0
25,2/28/2013,1153.0
25,3/31/2013,1123.0
25,4/30/2013,659.0
25,5/31/2013,546.0
25,6/30/2013,398.0
25,7/31/2013,456.0
25,8/31/2013,678.0
25,9/30/2013,384.0
25,10/31/2013,568.0
25,11/30/2013,353.0
25,12/31/2013,1131.0
25,1/31/2014,574.0
25,2/28/2014,625.0
25,3/31/2014,1035.0
25,4/30/2014,749.0
25,5/31/2014,505.0
25,6/30/2014,471.0
25,7/31/2014,499.0
25,8/31/2014,656.0
25,9/30/2014,460.0
25,10/31/2014,675.0
25,11/30/2014,470.0
25,12/31/2014,1238.0
25,1/31/2015,1087.0
25,2/28/2015,930.0
25,3/31/2015,941.0
25,4/30/2015,1072.0
25,5/31/2015,716.0
25,6/30/2015,601.0
25,7/31/2015,750.0
25,8/31/2015,943.0
25,9/30/2015,478.0
25,10/31/2015,744.0
25,11/30/2015,578.0
25,12/31/2015,1121.0
25,1/31/2016,755.0
25,2/29/2016,961.0
25,3/31/2016,785.0
25,4/30/2016,658.0
25,5/31/2016,569.0
25,6/30/2016,519.0
25,7/31/2016,672.0
25,8/31/2016,691.0
25,9/30/2016,691.0
25,10/31/2016,128.0
25,11/30/2016,699.0
25,12/31/2016,868.0
25,1/31/2017,644.0
25,2/28/2017,947.0
25,3/31/2017,885.0
25,4/30/2017,925.0
25,5/31/2017,646.0
25,6/30/2017,610.0
25,7/31/2017,772.0
25,8/31/2017,588.0
26,1/31/2013,1164.0
26,2/28/2013,858.0
26,3/31/2013,1094.0
26,4/30/2013,914.0
26,5/31/2013,1165.0
26,6/30/2013,959.0
26,7/31/2013,816.0
26,8/31/2013,841.0
26,9/30/2013,826.0
26,10/31/2013,661.0
26,11/30/2013,627.0
26,12/31/2013,1606.0
26,1/31/2014,703.0
26,2/28/2014,674.0
26,3/31/2014,643.0
26,4/30/2014,612.0
26,5/31/2014,772.0
26,6/30/2014,686.0
26,7/31/2014,728.0
26,8/31/2014,791.0
26,9/30/2014,640.0
26,10/31/2014,606.0
26,11/30/2014,612.0
26,12/31/2014,1717.0
26,1/31/2015,822.0
26,2/28/2015,612.0
26,3/31/2015,610.0
26,4/30/2015,531.0
26,5/31/2015,647.0
26,6/30/2015,544.0
26,7/31/2015,696.0
26,8/31/2015,605.0
26,9/30/2015,473.0
26,10/31/2015,563.0
26,11/30/2015,520.0
26,12/31/2015,1302.0
26,1/31/2016,549.0
26,2/29/2016,482.0
26,3/31/2016,434.0
26,4/30/2016,520.0
26,5/31/2016,526.0
26,6/30/2016,497.0
26,7/31/2016,521.0
26,8/31/2016,403.0
26,9/30/2016,430.0
26,10/31/2016,446.0
26,11/30/2016,419.0
26,12/31/2016,1141.0
26,1/31/2017,543.0
26,2/28/2017,462.0
26,3/31/2017,480.0
26,4/30/2017,552.0
26,5/31/2017,599.0
26,6/30/2017,560.0
26,7/31/2017,535.0
26,8/31/2017,233.0
27,1/31/2013,1648.0
27,2/28/2013,1609.0
27,3/31/2013,1838.0
27,4/30/2013,1731.0
27,5/31/2013,1909.0
27,6/30/2013,1765.0
27,7/31/2013,1785.0
27,8/31/2013,1724.0
27,9/30/2013,1627.0
27,10/31/2013,1558.0
27,11/30/2013,1313.0
27,12/31/2013,1670.0
27,1/31/2014,1325.0
27,2/28/2014,1240.0
27,3/31/2014,1576.0
27,4/30/2014,1493.0
27,5/31/2014,1732.0
27,6/30/2014,1661.0
27,7/31/2014,1643.0
27,8/31/2014,1690.0
27,9/30/2014,1500.0
27,10/31/2014,1722.0
27,11/30/2014,1700.0
27,12/31/2014,2062.0
27,1/31/2015,1763.0
27,2/28/2015,1867.0
27,3/31/2015,2045.0
27,4/30/2015,1869.0
27,5/31/2015,1869.0
27,6/30/2015,1691.0
27,7/31/2015,1919.0
27,8/31/2015,1801.0
27,9/30/2015,1632.0
27,10/31/2015,1627.0
27,11/30/2015,1560.0
27,12/31/2015,1744.0
27,1/31/2016,1635.0
27,2/29/2016,1482.0
27,3/31/2016,1575.0
27,4/30/2016,1753.0
27,5/31/2016,1792.0
27,6/30/2016,1529.0
27,7/31/2016,1546.0
27,8/31/2016,1432.0
27,9/30/2016,1266.0
27,10/31/2016,1325.0
27,11/30/2016,1348.0
27,12/31/2016,1764.0
27,1/31/2017,1654.0
27,2/28/2017,1548.0
27,3/31/2017,1514.0
27,4/30/2017,1532.0
27,5/31/2017,1535.0
27,6/30/2017,1474.0
27,7/31/2017,1481.0
27,8/31/2017,718.0
28,1/31/2013,1149.0
28,2/28/2013,1074.0
28,3/31/2013,1449.0
28,4/30/2013,1396.0
28,5/31/2013,2124.0
28,6/30/2013,1917.0
28,7/31/2013,1813.0
28,8/31/2013,1670.0
28,9/30/2013,1736.0
28,10/31/2013,1352.0
28,11/30/2013,1321.0
28,12/31/2013,2274.0
28,1/31/2014,1396.0
28,2/28/2014,1430.0
28,3/31/2014,1422.0
28,4/30/2014,1316.0
28,5/31/2014,1838.0
28,6/30/2014,1626.0
28,7/31/2014,1489.0
28,8/31/2014,1691.0
28,9/30/2014,1430.0
28,10/31/2014,1539.0
28,11/30/2014,1817.0
28,12/31/2014,2786.0
28,1/31/2015,1785.0
28,2/28/2015,1698.0
28,3/31/2015,2087.0
28,4/30/2015,1888.0
28,5/31/2015,2098.0
28,6/30/2015,1667.0
28,7/31/2015,1761.0
28,8/31/2015,1909.0
28,9/30/2015,1539.0
28,10/31/2015,1313.0
28,11/30/2015,1317.0
28,12/31/2015,1917.0
28,1/31/2016,1311.0
28,2/29/2016,1251.0
28,3/31/2016,1119.0
28,4/30/2016,1560.0
28,5/31/2016,1632.0
28,6/30/2016,1635.0
28,7/31/2016,1518.0
28,8/31/2016,1416.0
28,9/30/2016,1383.0
28,10/31/2016,1325.0
28,11/30/2016,1179.0
28,12/31/2016,2101.0
28,1/31/2017,1438.0
28,2/28/2017,1299.0
28,3/31/2017,1285.0
28,4/30/2017,1357.0
28,5/31/2017,1632.0
28,6/30/2017,1394.0
28,7/31/2017,1319.0
28,8/31/2017,672.0
30,1/31/2013,736.0
30,2/28/2013,659.0
30,3/31/2013,646.0
30,4/30/2013,735.0
30,5/31/2013,868.0
30,6/30/2013,697.0
30,7/31/2013,208.0
30,8/31/2013,713.0
30,9/30/2013,701.0
30,10/31/2013,635.0
30,11/30/2013,591.0
30,12/31/2013,808.0
30,1/31/2014,512.0
30,2/28/2014,493.0
30,3/31/2014,442.0
30,4/30/2014,410.0
30,5/31/2014,555.0
30,6/30/2014,497.0
30,7/31/2014,557.0
30,8/31/2014,494.0
30,9/30/2014,430.0
30,10/31/2014,359.0
30,11/30/2014,431.0
30,12/31/2014,720.0
30,1/31/2015,507.0
30,2/28/2015,416.0
30,3/31/2015,418.0
30,4/30/2015,411.0
30,5/31/2015,410.0
30,6/30/2015,388.0
30,7/31/2015,355.0
30,8/31/2015,410.0
30,9/30/2015,343.0
30,10/31/2015,365.0
30,11/30/2015,369.0
30,12/31/2015,567.0
30,1/31/2016,386.0
30,2/29/2016,381.0
30,3/31/2016,325.0
30,4/30/2016,352.0
30,5/31/2016,353.0
30,6/30/2016,380.0
30,7/31/2016,308.0
30,8/31/2016,339.0
30,9/30/2016,292.0
30,10/31/2016,302.0
30,11/30/2016,335.0
30,12/31/2016,536.0
30,1/31/2017,452.0
30,2/28/2017,398.0
30,3/31/2017,364.0
30,4/30/2017,267.0
30,5/31/2017,409.0
30,6/30/2017,388.0
30,7/31/2017,327.0
30,8/31/2017,189.0
31,1/31/2013,1569.0
31,2/28/2013,1396.0
31,3/31/2013,1806.0
31,4/30/2013,1695.0
31,5/31/2013,2169.0
31,6/30/2013,1970.0
31,7/31/2013,1745.0
31,8/31/2013,1628.0
31,9/30/2013,1538.0
31,10/31/2013,1610.0
31,11/30/2013,1629.0
31,12/31/2013,2295.0
31,1/31/2014,1610.0
31,2/28/2014,1640.0
31,3/31/2014,1971.0
31,4/30/2014,1699.0
31,5/31/2014,1945.0
31,6/30/2014,1887.0
31,7/31/2014,1596.0
31,8/31/2014,1604.0
31,9/30/2014,1334.0
31,10/31/2014,1587.0
31,11/30/2014,1591.0
31,12/31/2014,2309.0
31,1/31/2015,1694.0
31,2/28/2015,1350.0
31,3/31/2015,1731.0
31,4/30/2015,1582.0
31,5/31/2015,1993.0
31,6/30/2015,1646.0
31,7/31/2015,1725.0
31,8/31/2015,1719.0
31,9/30/2015,1592.0
31,10/31/2015,1655.0
31,11/30/2015,1336.0
31,12/31/2015,2016.0
31,1/31/2016,1428.0
31,2/29/2016,1159.0
31,3/31/2016,1147.0
31,4/30/2016,1423.0
31,5/31/2016,1741.0
31,6/30/2016,1468.0
31,7/31/2016,1314.0
31,8/31/2016,1221.0
31,9/30/2016,1127.0
31,10/31/2016,1370.0
31,11/30/2016,1168.0
31,12/31/2016,1964.0
31,1/31/2017,1470.0
31,2/28/2017,1084.0
31,3/31/2017,1171.0
31,4/30/2017,1362.0
31,5/31/2017,1357.0
31,6/30/2017,1419.0
31,7/31/2017,1216.0
31,8/31/2017,615.0
32,1/31/2013,473.0
32,2/28/2013,436.0
32,3/31/2013,546.0
32,4/30/2013,576.0
32,5/31/2013,807.0
32,6/30/2013,650.0
32,7/31/2013,651.0
32,8/31/2013,604.0
32,9/30/2013,542.0
32,10/31/2013,444.0
32,11/30/2013,479.0
32,12/31/2013,953.0
32,1/31/2014,434.0
32,2/28/2014,485.0
32,3/31/2014,518.0
32,4/30/2014,480.0
32,5/31/2014,529.0
32,6/30/2014,458.0
32,7/31/2014,364.0
32,8/31/2014,347.0
32,9/30/2014,280.0
32,10/31/2014,275.0
32,11/30/2014,283.0
32,12/31/2014,892.0
32,1/31/2015,463.0
32,2/28/2015,248.0
32,3/31/2015,360.0
32,4/30/2015,393.0
32,5/31/2015,541.0
32,6/30/2015,425.0
32,7/31/2015,498.0
32,8/31/2015,419.0
32,9/30/2015,341.0
32,10/31/2015,419.0
32,11/30/2015,389.0
32,12/31/2015,678.0
32,1/31/2016,341.0
32,2/29/2016,329.0
32,3/31/2016,307.0
32,4/30/2016,276.0
32,5/31/2016,357.0
32,6/30/2016,370.0
32,7/31/2016,323.0
32,8/31/2016,271.0
32,9/30/2016,274.0
32,10/31/2016,318.0
32,11/30/2016,271.0
32,12/31/2016,791.0
32,1/31/2017,376.0
32,2/28/2017,318.0
32,3/31/2017,275.0
32,4/30/2017,270.0
32,5/31/2017,327.0
32,6/30/2017,311.0
32,7/31/2017,230.0
32,8/31/2017,143.0
33,1/31/2013,1578.0
33,2/28/2013,1306.0
33,3/31/2013,1473.0
33,4/30/2013,1449.0
33,5/31/2013,1887.0
33,6/30/2013,1828.0
33,7/31/2013,1821.0
33,8/31/2013,1510.0
33,9/30/2013,1446.0
33,10/31/2013,1404.0
33,11/30/2013,1306.0
33,12/31/2013,2889.0
33,1/31/2014,1319.0
33,2/28/2014,1179.0
33,3/31/2014,1180.0
33,4/30/2014,1179.0
33,5/31/2014,1424.0
33,6/30/2014,1441.0
33,7/31/2014,1368.0
33,8/31/2014,1565.0
33,9/30/2014,1379.0
33,10/31/2014,1219.0
33,11/30/2014,1401.0
33,12/31/2014,3791.0
33,1/31/2015,1501.0
33,2/28/2015,1238.0
33,3/31/2015,1476.0
33,4/30/2015,1345.0
33,5/31/2015,1384.0
33,6/30/2015,1195.0
33,7/31/2015,1348.0
33,8/31/2015,1455.0
33,9/30/2015,1359.0
33,10/31/2015,1381.0
33,11/30/2015,1087.0
33,12/31/2015,2621.0
33,1/31/2016,1283.0
33,2/29/2016,1112.0
33,3/31/2016,1120.0
33,4/30/2016,1285.0
33,5/31/2016,1342.0
33,6/30/2016,1080.0
33,7/31/2016,999.0
33,8/31/2016,893.0
33,9/30/2016,1005.0
33,10/31/2016,966.0
33,11/30/2016,891.0
33,12/31/2016,2537.0
33,1/31/2017,1037.0
33,2/28/2017,837.0
33,3/31/2017,828.0
33,4/30/2017,872.0
33,5/31/2017,1015.0
33,6/30/2017,994.0
33,7/31/2017,1183.0
33,8/31/2017,511.0
34,1/31/2013,1836.0
34,2/28/2013,1835.0
34,3/31/2013,1969.0
34,4/30/2013,2042.0
34,5/31/2013,2398.0
34,6/30/2013,2062.0
34,7/31/2013,2058.0
34,8/31/2013,1974.0
34,9/30/2013,1834.0
34,10/31/2013,1977.0
34,11/30/2013,1895.0
34,12/31/2013,3380.0
34,1/31/2014,1691.0
34,2/28/2014,1744.0
34,3/31/2014,1982.0
34,4/30/2014,1704.0
34,5/31/2014,1778.0
34,6/30/2014,1735.0
34,7/31/2014,1831.0
34,8/31/2014,1763.0
34,9/30/2014,1347.0
34,10/31/2014,1527.0
34,11/30/2014,1487.0
34,12/31/2014,3013.0
34,1/31/2015,1671.0
34,2/28/2015,1380.0
34,3/31/2015,1596.0
34,4/30/2015,1487.0
34,5/31/2015,1670.0
34,6/30/2015,1419.0
34,7/31/2015,1390.0
34,8/31/2015,1256.0
34,9/30/2015,1083.0
34,10/31/2015,1147.0
34,11/30/2015,1137.0
34,12/31/2015,2182.0
34,1/31/2016,1117.0
34,2/29/2016,1072.0
34,3/31/2016,1169.0
34,4/30/2016,1152.0
34,5/31/2016,1163.0
34,6/30/2016,1269.0
34,7/31/2016,917.0
34,8/31/2016,1092.0
34,9/30/2016,1083.0
34,10/31/2016,1073.0
34,11/30/2016,922.0
34,12/31/2016,2013.0
34,1/31/2017,1089.0
34,2/28/2017,925.0
34,3/31/2017,968.0
34,4/30/2017,1020.0
34,5/31/2017,1138.0
34,6/30/2017,998.0
34,7/31/2017,930.0
34,8/31/2017,505.0
35,1/31/2013,705.0
35,2/28/2013,881.0
35,3/31/2013,849.0
35,4/30/2013,503.0
35,5/31/2013,647.0
35,6/30/2013,559.0
35,7/31/2013,496.0
35,8/31/2013,648.0
35,9/30/2013,536.0
35,10/31/2013,497.0
35,11/30/2013,507.0
35,12/31/2013,734.0
35,1/31/2014,544.0
35,2/28/2014,552.0
35,3/31/2014,700.0
35,4/30/2014,469.0
35,5/31/2014,585.0
35,6/30/2014,528.0
35,7/31/2014,617.0
35,8/31/2014,623.0
35,9/30/2014,577.0
35,10/31/2014,525.0
35,11/30/2014,549.0
35,12/31/2014,855.0
35,1/31/2015,676.0
35,2/28/2015,635.0
35,3/31/2015,638.0
35,4/30/2015,670.0
35,5/31/2015,804.0
35,6/30/2015,633.0
35,7/31/2015,660.0
35,8/31/2015,709.0
35,9/30/2015,479.0
35,10/31/2015,458.0
35,11/30/2015,540.0
35,12/31/2015,731.0
35,1/31/2016,446.0
35,2/29/2016,526.0
35,3/31/2016,483.0
35,4/30/2016,475.0
35,5/31/2016,529.0
35,6/30/2016,505.0
35,7/31/2016,509.0
35,8/31/2016,632.0
35,9/30/2016,470.0
35,10/31/2016,458.0
35,11/30/2016,429.0
35,12/31/2016,670.0
35,1/31/2017,457.0
35,2/28/2017,494.0
35,3/31/2017,350.0
35,4/30/2017,423.0
35,5/31/2017,362.0
35,6/30/2017,382.0
35,7/31/2017,383.0
35,8/31/2017,169.0
37,1/31/2013,1829.0
37,2/28/2013,1678.0
37,3/31/2013,1801.0
37,4/30/2013,1741.0
37,5/31/2013,1657.0
37,6/30/2013,1593.0
37,7/31/2013,1728.0
37,8/31/2013,1588.0
37,9/30/2013,1616.0
37,10/31/2013,1669.0
37,11/30/2013,1730.0
37,12/31/2013,1728.0
37,1/31/2014,1754.0
37,2/28/2014,1730.0
37,3/31/2014,1789.0
37,4/30/2014,1802.0
37,5/31/2014,1786.0
37,6/30/2014,1627.0
37,7/31/2014,1841.0
37,8/31/2014,1648.0
37,9/30/2014,1812.0
37,10/31/2014,2051.0
37,11/30/2014,1933.0
37,12/31/2014,1936.0
37,1/31/2015,1946.0
37,2/28/2015,1673.0
37,3/31/2015,2023.0
37,4/30/2015,1972.0
37,5/31/2015,1671.0
37,6/30/2015,1728.0
37,7/31/2015,1839.0
37,8/31/2015,1500.0
37,9/30/2015,1359.0
37,10/31/2015,1544.0
37,11/30/2015,1206.0
37,12/31/2015,1481.0
37,1/31/2016,1147.0
37,2/29/2016,1139.0
37,3/31/2016,1306.0
37,4/30/2016,1083.0
37,5/31/2016,1284.0
37,6/30/2016,1198.0
37,7/31/2016,1262.0
37,8/31/2016,1012.0
37,9/30/2016,1052.0
37,10/31/2016,1111.0
37,11/30/2016,1118.0
37,12/31/2016,1101.0
37,1/31/2017,1185.0
37,2/28/2017,1050.0
37,3/31/2017,1218.0
37,4/30/2017,1141.0
37,5/31/2017,1058.0
37,6/30/2017,1020.0
37,7/31/2017,1161.0
37,8/31/2017,521.0
38,1/31/2013,3083.0
38,2/28/2013,2733.0
38,3/31/2013,3337.0
38,4/30/2013,2790.0
38,5/31/2013,3213.0
38,6/30/2013,3106.0
38,7/31/2013,3029.0
38,8/31/2013,2941.0
38,9/30/2013,3095.0
38,10/31/2013,3088.0
38,11/30/2013,3065.0
38,12/31/2013,3461.0
38,1/31/2014,3403.0
38,2/28/2014,2856.0
38,3/31/2014,3391.0
38,4/30/2014,3258.0
38,5/31/2014,3124.0
38,6/30/2014,3056.0
38,7/31/2014,3278.0
38,8/31/2014,3214.0
38,9/30/2014,3224.0
38,10/31/2014,2968.0
38,11/30/2014,3106.0
38,12/31/2014,3374.0
38,1/31/2015,3293.0
38,2/28/2015,2979.0
38,3/31/2015,3326.0
38,4/30/2015,3060.0
38,5/31/2015,3147.0
38,6/30/2015,2968.0
38,7/31/2015,2807.0
38,8/31/2015,2629.0
38,9/30/2015,2868.0
38,10/31/2015,2627.0
38,11/30/2015,2169.0
38,12/31/2015,2156.0
38,1/31/2016,2307.0
38,2/29/2016,2153.0
38,3/31/2016,2237.0
38,4/30/2016,2080.0
38,5/31/2016,2018.0
38,6/30/2016,1774.0
38,7/31/2016,1929.0
38,8/31/2016,1664.0
38,9/30/2016,1775.0
38,10/31/2016,1777.0
38,11/30/2016,1698.0
38,12/31/2016,1729.0
38,1/31/2017,2054.0
38,2/28/2017,1670.0
38,3/31/2017,1826.0
38,4/30/2017,1878.0
38,5/31/2017,1696.0
38,6/30/2017,1882.0
38,7/31/2017,2042.0
38,8/31/2017,889.0
39,1/31/2013,1515.0
39,2/28/2013,1219.0
39,3/31/2013,1494.0
39,4/30/2013,1594.0
39,5/31/2013,1516.0
39,6/30/2013,1678.0
39,7/31/2013,1745.0
39,8/31/2013,1390.0
39,9/30/2013,1536.0
39,10/31/2013,1396.0
39,11/30/2013,1420.0
39,12/31/2013,1430.0
39,1/31/2014,1571.0
39,2/28/2014,1366.0
39,3/31/2014,1529.0
39,4/30/2014,1562.0
39,5/31/2014,1633.0
39,6/30/2014,1621.0
39,7/31/2014,1749.0
39,8/31/2014,1734.0
39,9/30/2014,1831.0
39,10/31/2014,1550.0
39,11/30/2014,1541.0
39,12/31/2014,1864.0
39,1/31/2015,2091.0
39,2/28/2015,1673.0
39,3/31/2015,2417.0
39,4/30/2015,1948.0
39,5/31/2015,1957.0
39,6/30/2015,1512.0
39,7/31/2015,1470.0
39,8/31/2015,1407.0
39,9/30/2015,1532.0
39,10/31/2015,1563.0
39,11/30/2015,1364.0
39,12/31/2015,1310.0
39,1/31/2016,1422.0
39,2/29/2016,1223.0
39,3/31/2016,1118.0
39,4/30/2016,1246.0
39,5/31/2016,1445.0
39,6/30/2016,1407.0
39,7/31/2016,1362.0
39,8/31/2016,1110.0
39,9/30/2016,1381.0
39,10/31/2016,1516.0
39,11/30/2016,1211.0
39,12/31/2016,1235.0
39,1/31/2017,1435.0
39,2/28/2017,1118.0
39,3/31/2017,1163.0
39,4/30/2017,1139.0
39,5/31/2017,1101.0
39,6/30/2017,1123.0
39,7/31/2017,1223.0
39,8/31/2017,532.0
40,1/31/2013,1649.0
40,2/28/2013,1443.0
40,3/31/2013,1599.0
40,4/30/2013,1840.0
40,5/31/2013,2172.0
40,6/30/2013,2332.0
40,7/31/2013,2147.0
40,8/31/2013,2019.0
40,9/30/2013,1905.0
40,10/31/2013,1830.0
40,11/30/2013,1920.0
40,12/31/2013,2406.0
40,1/31/2014,1943.0
40,2/28/2014,2361.0
40,3/31/2014,2145.0
40,4/30/2014,1858.0
40,5/31/2014,2587.0
40,6/30/2014,2492.0
40,7/31/2014,2534.0
40,8/31/2014,2509.0
40,9/30/2014,2182.0
40,10/31/2014,2077.0
40,11/30/2014,2528.0
40,12/31/2014,3002.0
40,1/31/2015,2738.0
40,2/28/2015,2463.0
40,3/31/2015,3145.0
40,4/30/2015,2712.0
40,5/31/2015,3120.0
40,6/30/2015,3018.0
40,7/31/2015,2837.0
40,8/31/2015,3163.0
40,9/30/2015,2236.0
40,10/31/2015,2067.0
40,11/30/2015,2018.0
40,12/31/2015,2128.0
40,1/31/2016,1989.0
40,2/29/2016,1909.0
40,3/31/2016,1791.0
40,4/30/2016,1910.0
40,5/31/2016,2376.0
40,6/30/2016,2243.0
40,7/31/2016,1812.0
40,8/31/2016,1946.0
40,9/30/2016,1941.0
40,10/31/2016,1881.0
40,11/30/2016,1679.0
40,12/31/2016,2147.0
40,1/31/2017,1864.0
40,2/28/2017,1667.0
40,3/31/2017,1670.0
40,4/30/2017,1762.0
40,5/31/2017,1963.0
40,6/30/2017,1754.0
40,7/31/2017,1625.0
40,8/31/2017,919.0
41,1/31/2013,1203.0
41,2/28/2013,1031.0
41,3/31/2013,1138.0
41,4/30/2013,1000.0
41,5/31/2013,1493.0
41,6/30/2013,1364.0
41,7/31/2013,1346.0
41,8/31/2013,1422.0
41,9/30/2013,1343.0
41,10/31/2013,1340.0
41,11/30/2013,1229.0
41,12/31/2013,1545.0
41,1/31/2014,1354.0
41,2/28/2014,1218.0
41,3/31/2014,1463.0
41,4/30/2014,1402.0
41,5/31/2014,1655.0
41,6/30/2014,1748.0
41,7/31/2014,1753.0
41,8/31/2014,1762.0
41,9/30/2014,1515.0
41,10/31/2014,1498.0
41,11/30/2014,1532.0
41,12/31/2014,1897.0
41,1/31/2015,1717.0
41,2/28/2015,1481.0
41,3/31/2015,1571.0
41,4/30/2015,1527.0
41,5/31/2015,1912.0
41,6/30/2015,1672.0
41,7/31/2015,1849.0
41,8/31/2015,1740.0
41,9/30/2015,1517.0
41,10/31/2015,1360.0
41,11/30/2015,1407.0
41,12/31/2015,1502.0
41,1/31/2016,1254.0
41,2/29/2016,1172.0
41,3/31/2016,1113.0
41,4/30/2016,1210.0
41,5/31/2016,1462.0
41,6/30/2016,1308.0
41,7/31/2016,1418.0
41,8/31/2016,1250.0
41,9/30/2016,1085.0
41,10/31/2016,1259.0
41,11/30/2016,1246.0
41,12/31/2016,1579.0
41,1/31/2017,1342.0
41,2/28/2017,1257.0
41,3/31/2017,1181.0
41,4/30/2017,1365.0
41,5/31/2017,1378.0
41,6/30/2017,1364.0
41,7/31/2017,1444.0
41,8/31/2017,680.0
43,1/31/2013,949.0
43,2/28/2013,873.0
43,3/31/2013,1044.0
43,4/30/2013,1020.0
43,5/31/2013,1392.0
43,6/30/2013,1236.0
43,7/31/2013,1283.0
43,8/31/2013,1332.0
43,9/30/2013,1174.0
43,10/31/2013,1049.0
43,11/30/2013,1089.0
43,12/31/2013,1401.0
43,1/31/2014,1179.0
43,2/28/2014,1094.0
43,3/31/2014,1078.0
43,4/30/2014,1137.0
43,5/31/2014,1547.0
43,6/30/2014,1548.0
43,7/31/2014,1588.0
43,8/31/2014,1531.0
43,9/30/2014,1445.0
43,10/31/2014,1342.0
43,11/30/2014,1438.0
43,12/31/2014,1750.0
43,1/31/2015,1521.0
43,2/28/2015,1370.0
43,3/31/2015,1415.0
43,4/30/2015,1385.0
43,5/31/2015,1630.0
43,6/30/2015,1677.0
43,7/31/2015,1500.0
43,8/31/2015,1663.0
43,9/30/2015,1392.0
43,10/31/2015,1358.0
43,11/30/2015,1261.0
43,12/31/2015,1407.0
43,1/31/2016,1119.0
43,2/29/2016,1014.0
43,3/31/2016,917.0
43,4/30/2016,941.0
43,5/31/2016,1171.0
43,6/30/2016,1127.0
43,7/31/2016,959.0
43,8/31/2016,899.0
43,9/30/2016,840.0
43,10/31/2016,925.0
43,11/30/2016,1011.0
43,12/31/2016,1547.0
